Column, Variable, Description, Units, Notes,,,,,,,,,,,,,,,,,
1, Year,,,,,,,,,,,,,,,,,,,,
2, Month,,,,,,,,,,,,,,,,,,,,
3, Date,,,,,,,,,,,,,,,,,,,,
4, Hour,,,,,,,,,,,,,,,,,,,,
5, PWC, , , (on hour GMT),,,,,,,,,,,,,,,,,
6, CC, Cloud amount, oktas, (on hour GMT),,,,,,,,,,,,,,,,,
7, DBT, Dry Bulb Temperature, degrees Celcius, (on hour GMT),,,,,,,,,,,,,,,,,
8, WBT, Wet Bulb Temperature, degrees Celcius, (on hour GMT),,,,,,,,,,,,,,,,,
9, RH, Relative Humidity, % (on hour GMT),,,,,,,,,,,,,,,,,,
10, Press, Mean Sea Level Pressure, hPa, (on hour GMT),,,,,,,,,,,,,,,,,
11, WD, Wind Direction, degrees, (average over previous hour GMT),,,,,,,,,,,,,,,,,
12, WS, Wind Speed, knots, (average over previous hour GMT),,,,,,,,,,,,,,,,,
13, GSR, Global Irradiation (horizontal plane), W/m^2, (average over next hour in LAT),,,,,,,,,,,,,,,,,
14, DSR, Diffuse Irradiation (horizontal plane), W/m^2, (average over next hour in LAT),,,,,,,,,,,,,,,,,
15, Alt, Solar Altitude, degrees, (calculated on next half-hour in LAT),,,,,,,,,,,,,,,,,
16, Dec, Solar Declination, degrees, (calculated on next half-hour in LAT),,,,,,,,,,,,,,,,,
17-22, Missing Data Codes, see accompanying documentation for description,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Model parameters,,,,,,,,,,,,,,,,,,,,,
2003,9,22,24,,0,9.4,7.9,80.1,1010.9,290,9,0,0,,,0,0,0,0,0,0
2003,9,23,1,,0,8.2,7.3,87.3,1011.7,260,6,0,0,,,0,0,0,0,0,0
2003,9,23,2,,0,7.8,6.9,87.1,1012.3,250,3,0,0,,,0,0,0,0,0,0
2003,9,23,3,,0,7.8,6.6,82.9,1013.1,0,0,0,0,,,0,0,0,0,0,0
2003,9,23,4,,0,7.1,6.5,91.1,1013.5,290,2,0,0,,,0,0,0,0,0,0
2003,9,23,5,,0,6.6,6.1,92.4,1014.1,240,2,0,0,,,0,0,0,0,0,0
2003,9,23,6,,1,7.1,6.3,88.2,1014.7,250,2,0,0,,,0,0,0,0,0,0
2003,9,23,7,,1,7.7,6.4,81.5,1015.6,290,5,0.6,0.6,,,0,0,0,0,0,0
2003,9,23,8,,1,8.8,7.2,78.2,1016.7,300,10,58.3,58.3,,,0,0,0,0,0,0
2003,9,23,9,,1,10.2,7.8,69.4,1017.6,310,11,153.6,153.6,,,0,0,0,0,0,0
2003,9,23,10,,1,10.9,7.7,60.7,1018.8,310,13,361.1,66.7,,,0,0,0,0,0,0
2003,9,23,11,,3,11.3,7.7,56.6,1019.6,310,13,415.6,118.3,,,0,0,0,0,0,0
2003,9,23,12,,5,12.3,8.2,52.7,1020.2,310,13,356.1,175.6,,,0,0,0,0,0,0
2003,9,23,13,,4,13,8.4,48.6,1020.8,340,9,350.6,169.7,,,0,0,0,0,0,0
2003,9,23,14,,3,13.3,8.6,48,1021.4,320,11,477.5,161.7,,,0,0,0,0,0,0
2003,9,23,15,,3,13.9,8.2,39.2,1022.1,350,10,512.2,126.4,,,0,0,0,0,0,0
2003,9,23,16,,2,13.8,7.6,34,1022.8,350,11,466.4,118.1,,,0,0,0,0,0,0
2003,9,23,17,,2,13.5,7.1,31.4,1023.6,360,10,305.6,68.6,,,0,0,0,0,0,0
2003,9,23,18,,1,13.7,7.3,31.8,1024.3,350,7,194.7,52.2,,,0,0,0,0,0,0
2003,9,23,19,,1,12.4,7,38.9,1025.3,330,5,34.4,29.7,,,0,0,0,0,0,0
2003,9,23,20,,1,10.3,6,46.4,1026.5,320,4,0,0,,,0,0,0,0,0,0
2003,9,23,21,,0,8.5,5.3,56.6,1027.6,310,2,0,0,,,0,0,0,0,0,0
2003,9,23,22,,0,7.5,4.8,61.5,1028.4,310,4,0,0,,,0,0,0,0,0,0
2003,9,23,23,,0,5.5,3.7,71.8,1029.2,0,0,0,0,,,0,0,0,0,0,0
2003,9,23,24,,0,5.6,3.6,68.8,1029.7,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,1,,0,3.7,2.8,84.5,1030.2,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,2,,0,2.6,2,89.1,1030.4,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,3,,0,3.3,2.5,85.9,1030.9,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,4,,0,2,1.6,92.5,1031,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,5,,0,1.7,1.3,92.3,1031.4,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,6,,0,1.9,1.5,92.4,1031.9,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,7,,1,2.4,1.8,89.1,1032.3,0,0,0.3,0.3,,,0,0,0,0,0,0
2003,9,24,8,,1,2.6,2.1,90.9,1032.7,0,0,54.7,21.4,,,0,0,0,0,0,0
2003,9,24,9,,1,6.3,5.2,83.1,1033,270,2,196.4,42.8,,,0,0,0,0,0,0
2003,9,24,10,,1,10.9,8.2,66.3,1033.4,260,2,333.9,55.3,,,0,0,0,0,0,0
2003,9,24,11,,1,12.6,8.7,55,1033.5,230,1,452.8,64.2,,,0,0,0,0,0,0
2003,9,24,12,,1,13.6,8.9,48.3,1033.5,110,2,545.8,88.1,,,0,0,0,0,0,0
2003,9,24,13,,3,14.3,9.4,47.6,1033.1,270,3,614.4,84.2,,,0,0,0,0,0,0
2003,9,24,14,,1,17,11.1,43.1,1032.3,170,1,603.1,75,,,0,0,0,0,0,0
2003,9,24,15,,1,16.9,10.7,40.3,1031.8,150,2,553.3,68.1,,,0,0,0,0,0,0
2003,9,24,16,,1,17.2,11.3,43.5,1031.2,90,1,461.1,60,,,0,0,0,0,0,0
2003,9,24,17,,3,17.9,11,36.3,1030.7,50,2,322.2,53.6,,,0,0,0,0,0,0
2003,9,24,18,,6,16.5,10.4,40.5,1030.5,150,2,163.1,51.1,,,0,0,0,0,0,0
2003,9,24,19,,7,14.5,9.6,47.9,1030.7,160,1,31.9,31.4,,,0,0,0,0,0,0
2003,9,24,20,,7,13.1,8.4,47.5,1031,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,21,,7,9.1,6.7,67.8,1031.5,190,1,0,0,,,0,0,0,0,0,0
2003,9,24,22,,0,10.5,7.4,60.9,1031.6,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,23,,0,9.1,6.7,67.8,1031.5,0,0,0,0,,,0,0,0,0,0,0
2003,9,24,24,,0,6.8,5.4,79.1,1031.3,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,1,,0,4.9,4.3,90.3,1031.1,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,2,,0,4.5,3.9,90,1030.8,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,3,,0,3.9,3.3,89.7,1030.6,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,4,,0,3.4,2.9,91.3,1029.9,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,5,,0,3.4,2.8,89.5,1029.7,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,6,,2,3,2.6,92.9,1029.5,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,7,,4,3.1,2.5,89.4,1029.3,250,2,0,0,,,0,0,0,0,0,0
2003,9,25,8,,6,4.2,3.6,89.9,1029.4,310,2,53.1,31.4,,,0,0,0,0,0,0
2003,9,25,9,,5,9.1,7.2,74.4,1029.2,30,2,189.2,64.4,,,0,0,0,0,0,0
2003,9,25,10,,5,14.2,10.3,57.5,1028.7,130,1,325,72.5,,,0,0,0,0,0,0
2003,9,25,11,,4,16.4,11.1,47.5,1027.9,110,5,473.3,80.8,,,0,0,0,0,0,0
2003,9,25,12,,4,17.6,11.5,42.5,1027.2,120,5,533.1,122.8,,,0,0,0,0,0,0
2003,9,25,13,,6,18.7,11.8,38,1026.3,180,6,617.2,97.8,,,0,0,0,0,0,0
2003,9,25,14,,6,19.4,11.7,33,1025.4,140,6,611.7,93.6,,,0,0,0,0,0,0
2003,9,25,15,,5,19.8,11.8,31.6,1024.4,110,5,574.7,93.3,,,0,0,0,0,0,0
2003,9,25,16,,2,19.9,11.9,31.8,1023.5,160,4,472.8,72.5,,,0,0,0,0,0,0
2003,9,25,17,,2,19.7,12,33.7,1022.8,190,3,336.1,58.9,,,0,0,0,0,0,0
2003,9,25,18,,2,18.6,11.5,36.2,1022.5,150,5,170.8,49.2,,,0,0,0,0,0,0
2003,9,25,19,,2,16.5,10.6,42.4,1022.4,170,2,25.3,25.3,,,0,0,0,0,0,0
2003,9,25,20,,2,14.9,9.6,45,1022.5,220,2,0,0,,,0,0,0,0,0,0
2003,9,25,21,,1,12.6,8.8,56.3,1022.7,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,22,,0,10.5,7.7,64.7,1022.5,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,23,,0,9.2,7,70.6,1022.3,0,0,0,0,,,0,0,0,0,0,0
2003,9,25,24,,0,7.5,6,78.4,1021.8,0,0,0,0,,,0,0,0,0,0,0
2003,9,26,1,,0,6.5,5.3,81.9,1021.4,0,0,0,0,,,0,0,0,0,0,0
2003,9,26,2,,0,5.3,4.9,93.5,1020.8,0,0,0,0,,,0,0,0,0,0,0
2003,9,26,3,,0,4.3,3.8,91.6,1020.3,0,0,0,0,,,0,0,0,0,0,0
2003,9,26,4,,0,4.8,4.1,88.6,1020,0,0,0,0,,,0,0,0,0,0,0
2003,9,26,5,,0,4.9,4.4,91.9,1019.9,0,0,0,0,,,0,0,0,0,0,0
2003,9,26,6,,7,5.4,4.8,90.4,1019.8,0,0,0,0,,,0,0,0,0,0,0
2003,9,26,7,,7,6.1,5.2,86.2,1019.7,0,0,0.8,0.8,,,0,0,0,0,0,0
2003,9,26,8,,7,7.4,6.6,88.3,1019.9,210,2,17.2,16.7,,,0,0,0,0,0,0
2003,9,26,9,,7,8.9,7.6,82.2,1019.9,260,2,72.2,71.7,,,0,0,0,0,0,0
2003,9,26,10,,6,12,9.7,72.5,1019.8,240,3,167.2,128.1,,,0,0,0,0,0,0
2003,9,26,11,,7,15.4,11.5,59.4,1019.6,250,7,374.4,111.7,,,0,0,0,0,0,0
2003,9,26,12,,7,17.1,11.5,46.2,1019.2,270,11,445.3,208.3,,,0,0,0,0,0,0
2003,9,26,13,,7,18.2,12.4,46.3,1019,270,11,484.4,168.1,,,0,0,0,0,0,0
2003,9,26,14,,7,18.4,12.7,47.5,1019,250,10,411.4,340.6,,,0,0,0,0,0,0
2003,9,26,15,,3,19.5,14.2,52.4,1018.3,250,8,334.7,241.9,,,0,0,0,0,0,0
2003,9,26,16,,7,19.1,14.4,56.9,1018.1,280,8,424.2,107.5,,,0,0,0,0,0,0
2003,9,26,17,,7,19.2,14.5,57.1,1018.2,240,8,191.9,130,,,0,0,0,0,0,0
2003,9,26,18,,7,18.7,14.2,58.1,1018.2,260,7,107.2,86.9,,,0,0,0,0,0,0
2003,9,26,19,,7,16.1,15,88.3,1018.9,0,0,14.2,13.3,,,0,0,0,0,0,0
2003,9,26,20,,8,15.5,14.7,91.3,1019.6,320,3,0,0,,,0,0,0,0,0,0
2003,9,26,21,,8,14.8,13.8,88.8,1020.3,360,6,0,0,,,0,0,0,0,0,0
2003,9,26,22,,8,13.8,12.8,88.5,1020.8,340,2,0,0,,,0,0,0,0,0,0
2003,9,26,23,,8,13.4,12.2,86.1,1021.1,320,3,0,0,,,0,0,0,0,0,0
2003,9,26,24,,8,13.5,12.2,85,1021.1,30,1,0,0,,,0,0,0,0,0,0
2003,9,27,1,,3,12.4,11.4,87.9,1021.2,30,3,0,0,,,0,0,0,0,0,0
2003,9,27,2,,7,11.5,10.9,92.5,1021.2,350,2,0,0,,,0,0,0,0,0,0
2003,9,27,3,,4,11.7,10.8,88.9,1021.2,30,4,0,0,,,0,0,0,0,0,0
2003,9,27,4,,4,11.1,10.4,91.1,1021,20,7,0,0,,,0,0,0,0,0,0
2003,9,27,5,,7,11,10.1,88.7,1020.9,30,6,0,0,,,0,0,0,0,0,0
2003,9,27,6,,8,10.8,9.7,86,1021.2,30,5,0,0,,,0,0,0,0,0,0
2003,9,27,7,,7,10.4,9.5,88.4,1021.2,20,5,0,0,,,0,0,0,0,0,0
2003,9,27,8,,7,10.5,9.3,84.6,1021.1,30,5,23.3,21.9,,,0,0,0,0,0,0
2003,9,27,9,,7,11.1,9.6,81.2,1021.4,40,4,95.8,91.7,,,0,0,0,0,0,0
2003,9,27,10,,7,12.4,10.1,72.8,1021.1,40,8,256.4,188.9,,,0,0,0,0,0,0
2003,9,27,11,,7,13.9,10.3,60.4,1021,60,5,381.4,175.3,,,0,0,0,0,0,0
2003,9,27,12,,7,15,11.3,60.8,1020.5,30,7,231.9,221.4,,,0,0,0,0,0,0
2003,9,27,13,,7,15.4,10.8,52.6,1020.1,70,7,357.8,268.6,,,0,0,0,0,0,0
2003,9,27,14,,7,16.9,11.8,50.4,1019.4,90,5,339.4,267.2,,,0,0,0,0,0,0
2003,9,27,15,,7,16.3,11.7,54,1018.9,50,5,346.7,237.5,,,0,0,0,0,0,0
2003,9,27,16,,7,16.7,11.9,52.8,1018.1,80,3,268.3,197.5,,,0,0,0,0,0,0
2003,9,27,17,,7,16.4,11.1,47.7,1017.8,50,5,185.8,156.1,,,0,0,0,0,0,0
2003,9,27,18,,7,16.1,11.2,51,1017.7,30,5,70,69.4,,,0,0,0,0,0,0
2003,9,27,19,,7,15.7,11,52.2,1017.7,30,4,15.8,15.6,,,0,0,0,0,0,0
2003,9,27,20,,7,14.7,10.7,57.5,1017.5,40,3,0,0,,,0,0,0,0,0,0
2003,9,27,21,,8,14.6,10.7,58.4,1017.3,40,4,0,0,,,0,0,0,0,0,0
2003,9,27,22,,8,14.1,10.7,62.8,1017,0,0,0,0,,,0,0,0,0,0,0
2003,9,27,23,,8,13.6,10.8,68.6,1016.7,0,0,0,0,,,0,0,0,0,0,0
2003,9,27,24,,8,13.4,10.3,65.1,1016.2,30,2,0,0,,,0,0,0,0,0,0
2003,9,28,1,,7,12.9,10.2,69,1015.8,20,5,0,0,,,0,0,0,0,0,0
2003,9,28,2,,7,12.4,10.2,74.1,1015.4,360,3,0,0,,,0,0,0,0,0,0
2003,9,28,3,,6,11.4,10,82.6,1015,0,0,0,0,,,0,0,0,0,0,0
2003,9,28,4,,7,11.1,10,86.2,1014.5,0,0,0,0,,,0,0,0,0,0,0
2003,9,28,5,,7,10.6,9.5,85.9,1014.2,310,3,0,0,,,0,0,0,0,0,0
2003,9,28,6,,7,9.2,8.7,93.1,1014.1,320,5,0,0,,,0,0,0,0,0,0
2003,9,28,7,,7,8.6,8.2,94.5,1014.1,320,3,0,0,,,0,0,0,0,0,0
2003,9,28,8,,7,9.5,8.7,89.2,1014.1,330,6,14.2,13.1,,,0,0,0,0,0,0
2003,9,28,9,,2,10.7,9.3,82.3,1013.9,320,6,36.4,36.4,,,0,0,0,0,0,0
2003,9,28,10,,5,12.1,10,74.9,1013.8,340,6,226.4,139.4,,,0,0,0,0,0,0
2003,9,28,11,,6,12.1,10,74.9,1014,320,9,313.9,200.6,,,0,0,0,0,0,0
2003,9,28,12,,5,13.5,10.5,66.3,1013.5,320,8,299.2,203.6,,,0,0,0,0,0,0
2003,9,28,13,,6,15,10.8,56,1013.2,330,6,179.7,170,,,0,0,0,0,0,0
2003,9,28,14,,7,15.1,10.2,49.4,1013.1,340,10,152.8,143.1,,,0,0,0,0,0,0
2003,9,28,15,,7,15,10.3,51.1,1013.3,320,9,343.3,194.2,,,0,0,0,0,0,0
2003,9,28,16,,7,13.7,10.7,66.6,1013.5,330,9,165.3,151.1,,,0,0,0,0,0,0
2003,9,28,17,,7,15.1,10.3,50.3,1013.2,340,7,71.4,70.8,,,0,0,0,0,0,0
2003,9,28,18,,2,14.6,9.8,49.5,1013.3,290,5,88.9,83.6,,,0,0,0,0,0,0
2003,9,28,19,,0,12.6,8.8,56.5,1013.7,320,3,32.8,32.8,,,0,0,0,0,0,0
2003,9,28,20,,0,10.9,8.2,66.6,1014,280,3,0,0,,,0,0,0,0,0,0
2003,9,28,21,,0,9.7,7.5,71.3,1014.4,290,3,0,0,,,0,0,0,0,0,0
2003,9,28,22,,0,7.8,6.4,80.1,1014.7,320,2,0,0,,,0,0,0,0,0,0
2003,9,28,23,,0,7.5,6.4,84.2,1014.8,310,2,0,0,,,0,0,0,0,0,0
2003,9,28,24,,0,6.9,6,86.6,1015,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,1,,2,6.1,5.4,89.2,1014.9,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,2,,0,4.5,4.2,95,1015.1,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,3,,0,3.8,3.5,94.9,1015.3,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,4,,0,3.7,3.5,96.6,1015.1,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,5,,0,2.8,2.6,96.5,1015.1,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,6,,0,2.8,2.3,91,1015.1,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,7,,1,3.4,2.9,91.3,1015.1,0,0,0,0,,,0,0,0,0,0,0
2003,9,29,8,,2,3.9,3.4,91.5,1015.2,0,0,33.1,15.3,,,0,0,0,0,0,0
2003,9,29,9,,1,7.1,6.4,89.7,1015.2,220,1,167.2,38.1,,,0,0,0,0,0,0
2003,9,29,10,,2,10.7,8.6,73.7,1015.5,250,3,316.7,50.8,,,0,0,0,0,0,0
2003,9,29,11,,2,13.4,10,61.9,1015.1,240,5,444.7,58.9,,,0,0,0,0,0,0
2003,9,29,12,,2,15.8,11.2,53.3,1014.7,220,8,536.7,68.3,,,0,0,0,0,0,0
2003,9,29,13,,2,16.3,11.1,48.6,1014.3,240,7,588.6,74.4,,,0,0,0,0,0,0
2003,9,29,14,,2,17.6,11.5,42.9,1013.7,230,9,588.6,72.5,,,0,0,0,0,0,0
2003,9,29,15,,3,18.3,12,42.4,1013.3,230,10,528.9,83.6,,,0,0,0,0,0,0
2003,9,29,16,,5,18.3,11.8,40.8,1012.9,230,9,429.7,83.9,,,0,0,0,0,0,0
2003,9,29,17,,6,17.2,11.3,43.9,1012.5,220,7,215.6,86.7,,,0,0,0,0,0,0
2003,9,29,18,,4,16.8,11.1,45,1012.3,220,7,154.2,110.8,,,0,0,0,0,0,0
2003,9,29,19,,5,15.7,10.3,45.7,1012.6,210,7,20.6,20.6,,,0,0,0,0,0,0
2003,9,29,20,,5,13.8,9.8,56.3,1012.7,200,3,0,0,,,0,0,0,0,0,0
2003,9,29,21,,5,13,10.5,71.3,1012.7,190,3,0,0,,,0,0,0,0,0,0
2003,9,29,22,,5,12,9.8,73.7,1012.9,200,3,0,0,,,0,0,0,0,0,0
2003,9,29,23,,3,11.1,9.5,80.1,1012.7,180,1,0,0,,,0,0,0,0,0,0
2003,9,29,24,,0,9.8,8.7,85.5,1012.7,0,0,0,0,,,0,0,0,0,0,0
2003,9,30,1,,0,7.9,7.3,91.4,1012.5,0,0,0,0,,,0,0,0,0,0,0
2003,9,30,2,,0,7.2,6.7,92.7,1012,0,0,0,0,,,0,0,0,0,0,0
2003,9,30,3,,4,7.8,7.2,91.3,1011.7,0,0,0,0,,,0,0,0,0,0,0
2003,9,30,4,,7,7.9,7.2,90,1011.2,0,0,0,0,,,0,0,0,0,0,0
2003,9,30,5,,8,9.3,8.5,89.2,1010.7,0,0,0,0,,,0,0,0,0,0,0
2003,9,30,6,,7,10.5,9.5,87.2,1010.3,90,2,0,0,,,0,0,0,0,0,0
2003,9,30,7,,8,12.1,10.6,82,1010,90,5,0,0,,,0,0,0,0,0,0
2003,9,30,8,,8,13.3,11.2,76,1010.2,110,6,5.3,5.3,,,0,0,0,0,0,0
2003,9,30,9,,7,13.8,11.6,75.3,1010.5,110,7,20,20,,,0,0,0,0,0,0
2003,9,30,10,,7,17.3,13.2,60.1,1010.4,120,9,128.1,112.8,,,0,0,0,0,0,0
2003,9,30,11,,7,17.6,12.4,50.7,1010.3,130,12,280.8,165.6,,,0,0,0,0,0,0
2003,9,30,12,,7,18.5,12.9,48.6,1010.3,150,12,229.2,193.3,,,0,0,0,0,0,0
2003,9,30,13,,7,20.7,13.9,42.6,1010,140,15,189.7,171.7,,,0,0,0,0,0,0
2003,9,30,14,,7,20,13,39.9,1009.9,140,13,373.3,276.9,,,0,0,0,0,0,0
2003,9,30,15,,7,20.1,13.1,40.1,1010.1,140,14,393.6,246.1,,,0,0,0,0,0,0
2003,9,30,16,,7,20.5,13.3,39.3,1010,130,12,431.1,106.7,,,0,0,0,0,0,0
2003,9,30,17,,7,18.9,12.1,39.5,1010,130,11,175.6,74.4,,,0,0,0,0,0,0
2003,9,30,18,,7,17.8,12.3,48.4,1010.1,120,9,62.8,53.9,,,0,0,0,0,0,0
2003,9,30,19,,7,16.6,11.8,52.8,1010.6,110,9,13.1,11.9,,,0,0,0,0,0,0
2003,9,30,20,,7,15.6,11.4,56.9,1011.2,90,5,0,0,,,0,0,0,0,0,0
2003,9,30,21,,6,14.1,10.8,64,1011.7,90,6,0,0,,,0,0,0,0,0,0
2003,9,30,22,,0,14.2,11.2,67.2,1011.6,90,5,0,0,,,0,0,0,0,0,0
2003,9,30,23,,0,14.5,11.5,67.5,1011.6,90,5,0,0,,,0,0,0,0,0,0
2003,9,30,24,,0,13.4,11,72.8,1011.4,80,4,0,0,,,0,0,0,0,0,0
2003,10,1,1,,0,13.9,11.1,69,1011.1,50,3,0,0,,,0,0,0,0,0,0
2003,10,1,2,,0,12.3,10.3,76.3,1010.6,20,5,0,0,,,0,0,0,0,0,0
2003,10,1,3,,0,12.1,10.7,83.1,1010.1,30,5,0,0,,,0,0,0,0,0,0
2003,10,1,4,,0,11.4,10.1,84,1009.8,30,6,0,0,,,0,0,0,0,0,0
2003,10,1,5,,0,12.3,10.7,80.9,1009.1,40,9,0,0,,,0,0,0,0,0,0
2003,10,1,6,,7,12.2,10.8,83.2,1009.1,40,9,0,0,,,0,0,0,0,0,0
2003,10,1,7,,7,11.7,10.6,86.5,1008.9,30,5,0,0,,,0,0,0,0,0,0
2003,10,1,8,,7,12.2,11,85.5,1008.8,30,7,18.1,18.1,,,0,0,0,0,0,0
2003,10,1,9,,7,13.6,12,81.8,1008.7,50,8,65.3,64.2,,,0,0,0,0,0,0
2003,10,1,10,,7,14.4,12.6,80.1,1008.6,60,12,132.8,126.4,,,0,0,0,0,0,0
2003,10,1,11,,7,15.6,12.7,69.7,1008.2,70,13,229.7,213.9,,,0,0,0,0,0,0
2003,10,1,12,,7,16.8,12.8,60.4,1007.9,60,15,427.5,283.3,,,0,0,0,0,0,0
2003,10,1,13,,7,17.4,12.9,56.6,1007.4,70,15,347.8,255.6,,,0,0,0,0,0,0
2003,10,1,14,,7,17.8,12.4,49.3,1007.2,60,14,308.6,263.6,,,0,0,0,0,0,0
2003,10,1,15,,7,17.8,12.6,51.1,1007,70,12,230,216.9,,,0,0,0,0,0,0
2003,10,1,16,,7,17.4,12.3,51.4,1006.8,70,13,120.3,120.3,,,0,0,0,0,0,0
2003,10,1,17,,7,17,12.4,55.2,1006.7,70,9,67.2,66.9,,,0,0,0,0,0,0
2003,10,1,18,,7,16.7,12.2,55.7,1007.1,70,10,27.5,27.5,,,0,0,0,0,0,0
2003,10,1,19,,7,16,12.1,60.4,1007.7,60,9,5,5,,,0,0,0,0,0,0
2003,10,1,20,,7,15.1,12.1,68.1,1008.4,50,6,0,0,,,0,0,0,0,0,0
2003,10,1,21,,8,13.9,12,78.7,1008.9,50,8,0,0,,,0,0,0,0,0,0
2003,10,1,22,,5,13.6,11.4,75.2,1009.1,30,5,0,0,,,0,0,0,0,0,0
2003,10,1,23,,8,13.5,11.3,75.1,1009.2,30,6,0,0,,,0,0,0,0,0,0
2003,10,1,24,,4,12.6,10.6,76.6,1009.2,30,6,0,0,,,0,0,0,0,0,0
2003,10,2,1,,7,12.2,10.4,78.6,1009.8,10,5,0,0,,,0,0,0,0,0,0
2003,10,2,2,,8,12.3,10.4,77.5,1010.5,10,2,0,0,,,0,0,0,0,0,0
2003,10,2,3,,5,10.9,10.2,91.2,1009.8,20,5,0,0,,,0,0,0,0,0,0
2003,10,2,4,,7,11.6,10.8,90.1,1010,50,4,0,0,,,0,0,0,0,0,0
2003,10,2,5,,7,12.3,11.2,86.8,1010.3,50,1,0,0,,,0,0,0,0,0,0
2003,10,2,6,,8,12.6,11.5,86.9,1010.6,40,3,0,0,,,0,0,0,0,0,0
2003,10,2,7,,8,12.7,11.5,85.8,1010.6,70,7,0,0,,,0,0,0,0,0,0
2003,10,2,8,,8,11.9,11.4,93.8,1011,50,4,0.6,0.6,,,0,0,0,0,0,0
2003,10,2,9,,8,12.2,11.8,95.1,1011.5,70,2,15.6,14.7,,,0,0,0,0,0,0
2003,10,2,10,,8,12.9,12.1,90.5,1011.9,60,3,22.8,21.9,,,0,0,0,0,0,0
2003,10,2,11,,8,13.3,12.4,89.5,1012.7,150,2,17.5,17.2,,,0,0,0,0,0,0
2003,10,2,12,,8,13.8,13,90.8,1012,40,6,100.3,99.7,,,0,0,0,0,0,0
2003,10,2,13,,8,15.1,14.3,91.1,1012,80,4,204.7,179.7,,,0,0,0,0,0,0
2003,10,2,14,,8,16,15,89.3,1011.6,80,4,147.2,131.9,,,0,0,0,0,0,0
2003,10,2,15,,7,16.6,15.2,85.4,1011,80,2,129.4,128.1,,,0,0,0,0,0,0
2003,10,2,16,,7,17.3,15.7,83.8,1010.7,60,4,133.6,133.3,,,0,0,0,0,0,0
2003,10,2,17,,7,17.9,15.9,80.2,1010.6,70,5,104.4,100.3,,,0,0,0,0,0,0
2003,10,2,18,,3,17.2,15.4,81.8,1010,70,4,94.7,81.4,,,0,0,0,0,0,0
2003,10,2,19,,1,15.6,14.4,87.1,1010.1,70,5,13.9,13.9,,,0,0,0,0,0,0
2003,10,2,20,,2,15,14,89,1010.4,40,5,0,0,,,0,0,0,0,0,0
2003,10,2,21,,7,14.9,14,90,1010.5,30,5,0,0,,,0,0,0,0,0,0
2003,10,2,22,,7,14.9,14,90,1010.3,70,7,0,0,,,0,0,0,0,0,0
2003,10,2,23,,6,14.5,13.8,92.1,1010.1,60,5,0,0,,,0,0,0,0,0,0
2003,10,2,24,,2,13.6,13.1,94.2,1009.8,30,4,0,0,,,0,0,0,0,0,0
2003,10,3,1,,5,14.4,13.8,93.2,1009.8,40,4,0,0,,,0,0,0,0,0,0
2003,10,3,2,,8,14.5,13.7,91,1008.9,20,6,0,0,,,0,0,0,0,0,0
2003,10,3,3,,7,14.4,13.6,91,1008.5,10,3,0,0,,,0,0,0,0,0,0
2003,10,3,4,,8,14.6,13.6,88.9,1008.2,10,6,0,0,,,0,0,0,0,0,0
2003,10,3,5,,7,14.6,13.6,88.9,1008.3,20,3,0,0,,,0,0,0,0,0,0
2003,10,3,6,,8,14.5,13.4,87.7,1008.5,360,6,0,0,,,0,0,0,0,0,0
2003,10,3,7,,8,14.4,13.4,88.8,1008.8,10,3,0,0,,,0,0,0,0,0,0
2003,10,3,8,,8,14.3,13.2,87.7,1009,340,5,14.4,14.4,,,0,0,0,0,0,0
2003,10,3,9,,7,14.5,13.2,85.5,1009.2,340,5,37.2,37.2,,,0,0,0,0,0,0
2003,10,3,10,,8,14.8,13.4,84.6,1009.8,320,2,83.6,83.6,,,0,0,0,0,0,0
2003,10,3,11,,7,14.8,13.5,85.7,1009.6,330,6,110.3,110.3,,,0,0,0,0,0,0
2003,10,3,12,,7,15.7,13.8,79.9,1009.7,330,5,208.1,205.8,,,0,0,0,0,0,0
